SCHOOL_YEAR,ULCS_NO,INCIDENT_TYPE,INCIDENT_COUNT,SCHOOL_ID
2013-2014,5090,5090,0,509
2013-2014,5170,5170,7,517
2013-2014,5200,5200,1,520
2013-2014,5210,5210,0,521
2013-2014,5330,5330,8,533
2013-2014,5420,5420,0,542
2013-2014,5450,5450,0,545
2013-2014,1030,1030,0,103
2013-2014,1060,1060,0,106
2013-2014,1080,1080,0,108
2013-2014,1080,1080,0,108
2013-2014,1100,1100,0,110
2013-2014,1130,1130,1,113
2013-2014,1200,1200,0,120
2013-2014,1230,1230,6,123
2013-2014,1300,1300,1,130
2013-2014,1330,1330,11,133
2013-2014,1390,1390,0,139
2013-2014,1410,1410,0,141
2013-2014,4240,4240,1,424
2013-2014,4370,4370,0,437
2013-2014,4560,4560,0,456
2013-2014,4570,4570,1,457
2013-2014,5090,5090,0,509
2013-2014,5170,5170,9,517
2013-2014,5210,5210,0,521
2013-2014,5210,5210,0,521
2013-2014,5250,5250,0,525
2013-2014,5370,5370,0,537
2013-2014,5390,5390,0,539
2013-2014,5400,5400,1,540
2013-2014,5400,5400,0,540
2013-2014,5450,5450,0,545
2013-2014,6260,6260,0,626
2013-2014,6270,6270,0,627
2013-2014,2370,2370,0,237
2013-2014,2450,2450,1,245
2013-2014,2450,2450,0,245
2013-2014,2470,2470,1,247
2013-2014,2020,2020,2,202
2013-2014,6410,6410,0,641
2013-2014,6440,6440,1,644
2013-2014,6440,6440,1,644
2013-2014,6540,6540,0,654
2013-2014,7100,7100,0,710
2013-2014,7150,7150,0,715
2013-2014,7200,7200,0,720
2013-2014,7220,7220,2,722
2013-2014,7270,7270,0,727
2013-2014,7270,7270,1,727
2013-2014,7290,7290,0,729
2013-2014,7330,7330,0,733
2013-2014,7330,7330,0,733
2013-2014,7370,7370,7,737
2013-2014,7510,7510,0,751
2013-2014,2000,2000,16,200
2013-2014,2140,2140,0,214
2013-2014,2240,2240,0,224
2013-2014,2390,2390,2,239
2013-2014,2410,2410,1,241
2013-2014,2450,2450,0,245
2013-2014,2620,2620,1,262
2013-2014,2640,2640,4,264
2013-2014,2640,2640,0,264
2013-2014,2650,2650,0,265
2013-2014,2670,2670,0,267
2013-2014,2720,2720,2,272
2013-2014,2720,2720,2,272
2013-2014,8090,8090,0,809
2013-2014,8260,8260,0,826
2013-2014,8300,8300,1,830
2013-2014,8310,8310,1,831
2013-2014,8350,8350,7,835
2013-2014,5560,5560,0,556
2013-2014,6020,6020,0,602
2013-2014,6030,6030,0,603
2013-2014,6050,6050,0,605
2013-2014,6070,6070,0,607
2013-2014,6200,6200,0,620
2013-2014,6390,6390,7,639
2013-2014,6430,6430,0,643
2013-2014,6450,6450,0,645
2013-2014,7120,7120,41,712
2013-2014,7130,7130,0,713
2013-2014,7200,7200,0,720
2013-2014,5480,5480,0,548
2013-2014,5500,5500,0,550
2013-2014,2090,2090,0,209
2013-2014,2210,2210,0,221
2013-2014,2210,2210,0,221
2013-2014,2240,2240,0,224
2013-2014,2340,2340,1,234
2013-2014,2370,2370,4,237
2013-2014,2410,2410,0,241
2013-2014,2590,2590,0,259
2013-2014,2640,2640,3,264
2013-2014,2650,2650,1,265
2013-2014,2670,2670,0,267
2013-2014,2690,2690,0,269
2013-2014,1490,1490,0,149
2013-2014,5510,5510,8,551
2013-2014,5510,5510,3,551
2013-2014,5550,5550,0,555
2013-2014,5560,5560,0,556
2013-2014,5560,5560,0,556
2013-2014,5680,5680,0,568
2013-2014,6050,6050,1,605
2013-2014,6070,6070,0,607
2013-2014,6100,6100,0,610
2013-2014,6350,6350,0,635
2013-2014,6350,6350,2,635
2013-2014,6360,6360,31,636
2013-2014,6380,6380,0,638
2013-2014,6430,6430,0,643
2013-2014,6450,6450,1,645
2013-2014,6540,6540,1,654
2013-2014,8020,8020,8,802
2013-2014,4020,4020,0,402
2013-2014,4100,4100,12,410
2013-2014,5440,5440,0,544
2013-2014,8040,8040,0,804
2013-2014,8210,8210,1,821
2013-2014,8240,8240,0,824
2013-2014,8240,8240,1,824
2013-2014,8300,8300,32,830
2013-2014,8420,8420,0,842
2013-2014,7280,7280,2,728
2013-2014,2020,2020,0,202
2013-2014,2090,2090,0,209
2013-2014,2140,2140,0,214
2013-2014,2290,2290,1,229
2013-2014,2380,2380,0,238
2013-2014,2450,2450,2,245
2013-2014,2490,2490,0,249
2013-2014,2510,2510,0,251
2013-2014,2640,2640,12,264
2013-2014,2720,2720,0,272
2013-2014,7320,7320,1,732
2013-2014,7350,7350,0,735
2013-2014,7430,7430,2,743
2013-2014,8090,8090,11,809
2013-2014,8180,8180,0,818
2013-2014,8230,8230,0,823
2013-2014,8270,8270,0,827
2013-2014,8300,8300,0,830
2013-2014,8320,8320,2,832
2013-2014,8380,8380,0,838
2013-2014,8400,8400,0,840
2013-2014,8420,8420,1,842
2013-2014,8440,8440,1,844
2013-2014,7150,7150,0,715
2013-2014,5450,5450,0,545
2013-2014,5520,5520,1,552
2013-2014,5560,5560,0,556
2013-2014,6040,6040,0,604
2013-2014,6050,6050,0,605
2013-2014,6210,6210,0,621
2013-2014,6220,6220,0,622
2013-2014,6220,6220,0,622
2013-2014,6250,6250,0,625
2013-2014,6260,6260,0,626
2013-2014,6270,6270,0,627
2013-2014,6300,6300,0,630
2013-2014,7220,7220,28,722
2013-2014,7260,7260,0,726
2013-2014,7280,7280,0,728
2013-2014,7320,7320,0,732
2013-2014,7380,7380,1,738
2013-2014,7390,7390,1,739
2013-2014,7430,7430,0,743
2013-2014,8090,8090,0,809
2013-2014,8200,8200,18,820
2013-2014,8260,8260,0,826
2013-2014,8260,8260,0,826
2013-2014,8270,8270,0,827
2013-2014,8320,8320,0,832
2013-2014,8370,8370,0,837
2013-2014,8430,8430,0,843
2013-2014,4570,4570,0,457
2013-2014,5090,5090,0,509
2013-2014,5230,5230,2,523
2013-2014,5260,5260,0,526
2013-2014,5320,5320,1,532
2013-2014,5370,5370,0,537
2013-2014,5390,5390,1,539
2013-2014,5390,5390,2,539
2013-2014,5480,5480,0,548
2013-2014,1020,1020,0,102
2013-2014,1020,1020,0,102
2013-2014,1080,1080,0,108
2013-2014,1290,1290,2,129
2013-2014,1300,1300,1,130
2013-2014,1340,1340,1,134
2013-2014,1350,1350,0,135
2013-2014,1390,1390,0,139
2013-2014,1400,1400,0,140
2013-2014,1420,1420,1,142
2013-2014,1440,1440,30,144
2013-2014,2000,2000,0,200
2013-2014,5070,5070,5,507
2013-2014,5080,5080,1,508
2013-2014,5200,5200,0,520
2013-2014,5400,5400,0,540
2013-2014,5440,5440,0,544
2013-2014,5490,5490,1,549
2013-2014,5500,5500,0,550
2013-2014,6050,6050,0,605
2013-2014,6300,6300,0,630
2013-2014,5020,5020,21,502
2013-2014,1010,1010,0,101
2013-2014,1060,1060,0,106
2013-2014,1100,1100,0,110
2013-2014,1130,1130,7,113
2013-2014,1200,1200,0,120
2013-2014,1290,1290,0,129
2013-2014,1330,1330,0,133
2013-2014,1380,1380,2,138
2013-2014,1420,1420,2,142
2013-2014,1460,1460,4,146
2013-2014,2000,2000,0,200
2013-2014,5390,5390,0,539
2013-2014,5390,5390,0,539
2013-2014,5490,5490,3,549
2013-2014,5490,5490,0,549
2013-2014,5530,5530,0,553
2013-2014,5550,5550,3,555
2013-2014,5590,5590,0,559
2013-2014,6040,6040,0,604
2013-2014,6050,6050,0,605
2013-2014,6060,6060,0,606
2013-2014,6070,6070,0,607
2013-2014,6200,6200,1,620
2013-2014,6210,6210,3,621
2013-2014,6260,6260,3,626
2013-2014,6300,6300,0,630
2013-2014,6380,6380,0,638
2013-2014,2000,2000,0,200
2013-2014,2010,2010,0,201
2013-2014,2090,2090,0,209
2013-2014,2160,2160,0,216
2013-2014,2240,2240,0,224
2013-2014,2410,2410,0,241
2013-2014,2450,2450,0,245
2013-2014,2520,2520,1,252
2013-2014,2580,2580,0,258
2013-2014,2620,2620,2,262
2013-2014,2620,2620,1,262
2013-2014,2620,2620,0,262
2013-2014,2630,2630,0,263
2013-2014,7310,7310,0,731
2013-2014,7350,7350,0,735
2013-2014,7380,7380,0,738
2013-2014,8120,8120,0,812
2013-2014,8160,8160,0,816
2013-2014,8200,8200,3,820
2013-2014,8320,8320,0,832
2013-2014,8350,8350,1,835
2013-2014,8350,8350,0,835
2013-2014,8390,8390,5,839
2013-2014,8410,8410,0,841
2013-2014,8420,8420,0,842
2013-2014,8560,8560,0,856
2013-2014,8560,8560,0,856
2013-2014,7330,7330,0,733
2013-2014,7400,7400,1,740
2013-2014,7460,7460,0,746
2013-2014,7470,7470,1,747
2013-2014,7500,7500,4,750
2013-2014,7730,7730,0,773
2013-2014,8010,8010,2,801
2013-2014,8040,8040,0,804
2013-2014,8120,8120,3,812
2013-2014,8120,8120,0,812
2013-2014,8230,8230,0,823
2013-2014,8250,8250,3,825
2013-2014,8360,8360,0,836
2013-2014,8410,8410,0,841
2013-2014,8430,8430,5,843
2013-2014,7260,7260,1,726
2013-2014,7270,7270,1,727
2013-2014,1130,1130,0,113
2013-2014,1200,1200,0,120
2013-2014,1250,1250,0,125
2013-2014,1300,1300,9,130
2013-2014,1330,1330,0,133
2013-2014,1340,1340,0,134
2013-2014,1350,1350,0,135
2013-2014,1360,1360,2,136
2013-2014,1410,1410,0,141
2013-2014,1410,1410,0,141
2013-2014,2090,2090,0,209
2013-2014,2130,2130,0,213
2013-2014,6450,6450,0,645
2013-2014,7130,7130,0,713
2013-2014,7150,7150,5,715
2013-2014,7220,7220,5,722
2013-2014,7260,7260,1,726
2013-2014,7330,7330,0,733
2013-2014,7360,7360,3,736
2013-2014,7380,7380,1,738
2013-2014,7400,7400,0,740
2013-2014,7430,7430,0,743
2013-2014,7470,7470,0,747
2013-2014,7500,7500,1,750
2013-2014,7510,7510,5,751
2013-2014,8030,8030,3,803
2013-2014,8090,8090,3,809
2013-2014,8140,8140,3,814
2013-2014,6450,6450,0,645
2013-2014,2190,2190,0,219
2013-2014,2210,2210,0,221
2013-2014,2320,2320,0,232
2013-2014,2320,2320,1,232
2013-2014,2410,2410,0,241
2013-2014,2480,2480,0,248
2013-2014,2490,2490,0,249
2013-2014,2520,2520,0,252
2013-2014,2630,2630,0,263
2013-2014,2640,2640,11,264
2013-2014,6540,6540,1,654
2013-2014,7150,7150,1,715
2013-2014,7320,7320,1,732
2013-2014,7330,7330,0,733
2013-2014,7350,7350,0,735
2013-2014,7380,7380,0,738
2013-2014,7460,7460,0,746
2013-2014,7510,7510,1,751
2013-2014,8020,8020,0,802
2013-2014,8120,8120,0,812
2013-2014,8140,8140,1,814
2013-2014,8160,8160,0,816
2013-2014,8180,8180,1,818
2013-2014,8270,8270,1,827
2013-2014,2690,2690,0,269
2013-2014,8250,8250,0,825
2013-2014,8340,8340,0,834
2013-2014,8350,8350,0,835
2013-2014,8370,8370,2,837
2013-2014,8400,8400,0,840
2013-2014,4020,4020,5,402
2013-2014,4240,4240,0,424
2013-2014,4370,4370,0,437
2013-2014,4460,4460,8,446
2013-2014,4460,4460,0,446
2013-2014,2340,2340,0,234
2013-2014,2340,2340,0,234
2013-2014,2490,2490,0,249
2013-2014,2490,2490,0,249
2013-2014,2720,2720,6,272
2013-2014,8400,8400,0,840
2013-2014,1050,1050,0,105
2013-2014,1250,1250,0,125
2013-2014,1280,1280,0,128
2013-2014,1300,1300,0,130
2013-2014,1380,1380,0,138
2013-2014,1410,1410,3,141
2013-2014,1440,1440,5,144
2013-2014,4030,4030,0,403
2013-2014,4100,4100,9,410
2013-2014,4140,4140,9,414
2013-2014,4370,4370,1,437
2013-2014,4380,4380,0,438
2013-2014,4560,4560,0,456
2013-2014,5080,5080,0,508
2013-2014,4100,4100,3,410
2013-2014,4140,4140,3,414
2013-2014,4320,4320,0,432
2013-2014,5080,5080,0,508
2013-2014,5230,5230,3,523
2013-2014,5300,5300,0,530
2013-2014,5330,5330,3,533
2013-2014,5350,5350,0,535
2013-2014,5420,5420,29,542
2013-2014,5430,5430,0,543
2013-2014,5200,5200,0,520
2013-2014,5250,5250,0,525
2013-2014,5300,5300,1,530
2013-2014,5390,5390,4,539
2013-2014,5470,5470,0,547
2013-2014,5490,5490,0,549
2013-2014,5490,5490,0,549
2013-2014,5550,5550,0,555
2013-2014,6030,6030,0,603
2013-2014,6060,6060,5,606
2013-2014,6070,6070,0,607
2013-2014,4140,4140,3,414
2013-2014,4300,4300,0,430
2013-2014,4380,4380,0,438
2013-2014,4470,4470,0,447
2013-2014,4470,4470,0,447
2013-2014,4530,4530,0,453
2013-2014,1020,1020,2,102
2013-2014,1080,1080,0,108
2013-2014,1230,1230,0,123
2013-2014,1250,1250,3,125
2013-2014,1340,1340,8,134
2013-2014,1350,1350,0,135
2013-2014,1350,1350,0,135
2013-2014,1360,1360,0,136
2013-2014,1470,1470,0,147
2013-2014,4020,4020,0,402
2013-2014,4100,4100,2,410
2013-2014,4140,4140,6,414
2013-2014,4240,4240,0,424
2013-2014,4270,4270,0,427
2013-2014,4460,4460,8,446
2013-2014,4530,4530,1,453
2013-2014,5050,5050,0,505
2013-2014,5250,5250,18,525
2013-2014,2160,2160,0,216
2013-2014,2290,2290,0,229
2013-2014,2370,2370,32,237
2013-2014,2480,2480,1,248
2013-2014,6020,6020,0,602
2013-2014,6200,6200,0,620
2013-2014,6260,6260,1,626
2013-2014,6320,6320,0,632
2013-2014,6340,6340,1,634
2013-2014,6380,6380,0,638
2013-2014,6380,6380,0,638
2013-2014,6380,6380,1,638
2013-2014,6430,6430,0,643
2013-2014,6440,6440,0,644
2013-2014,6450,6450,0,645
2013-2014,7150,7150,0,715
2013-2014,7150,7150,3,715
2013-2014,7200,7200,0,720
2013-2014,7260,7260,0,726
2013-2014,7260,7260,1,726
2013-2014,7270,7270,7,727
2013-2014,5070,5070,11,507
2013-2014,5150,5150,1,515
2013-2014,5150,5150,0,515
2013-2014,5170,5170,4,517
2013-2014,5210,5210,0,521
2013-2014,5350,5350,0,535
2013-2014,5420,5420,0,542
2013-2014,5450,5450,0,545
2013-2014,5470,5470,0,547
2013-2014,5470,5470,1,547
2013-2014,5510,5510,0,551
2013-2014,5510,5510,0,551
2013-2014,5530,5530,0,553
2013-2014,5560,5560,0,556
2013-2014,5560,5560,3,556
2013-2014,6090,6090,5,609
2013-2014,6200,6200,0,620
2013-2014,1080,1080,0,108
2013-2014,1130,1130,6,113
2013-2014,1260,1260,0,126
2013-2014,1280,1280,0,128
2013-2014,1280,1280,0,128
2013-2014,1290,1290,0,129
2013-2014,2130,2130,0,213
2013-2014,6250,6250,0,625
2013-2014,6250,6250,1,625
2013-2014,6270,6270,0,627
2013-2014,6300,6300,0,630
2013-2014,6310,6310,0,631
2013-2014,6320,6320,0,632
2013-2014,6540,6540,0,654
2013-2014,7010,7010,0,701
2013-2014,7100,7100,0,710
2013-2014,7290,7290,0,729
2013-2014,7300,7300,0,730
2013-2014,7320,7320,1,732
2013-2014,7360,7360,0,736
2013-2014,7390,7390,0,739
2013-2014,7400,7400,4,740
2013-2014,7470,7470,0,747
2013-2014,7530,7530,1,753
2013-2014,1010,1010,1,101
2013-2014,1060,1060,0,106
2013-2014,1080,1080,0,108
2013-2014,1190,1190,5,119
2013-2014,1230,1230,13,123
2013-2014,1250,1250,2,125
2013-2014,1260,1260,0,126
2013-2014,1300,1300,0,130
2013-2014,1370,1370,0,137
2013-2014,1380,1380,5,138
2013-2014,1410,1410,15,141
2013-2014,1440,1440,1,144
2013-2014,1460,1460,0,146
2013-2014,4300,4300,1,430
2013-2014,4320,4320,1,432
2013-2014,4440,4440,0,444
2013-2014,4460,4460,0,446
2013-2014,4530,4530,0,453
2013-2014,5090,5090,0,509
2013-2014,5150,5150,0,515
2013-2014,5250,5250,1,525
2013-2014,5320,5320,0,532
2013-2014,5340,5340,2,534
2013-2014,5410,5410,0,541
2013-2014,5430,5430,1,543
2013-2014,5450,5450,0,545
2013-2014,1030,1030,26,103
2013-2014,1060,1060,0,106
2013-2014,1190,1190,4,119
2013-2014,1260,1260,0,126
2013-2014,1400,1400,0,140
2013-2014,1410,1410,3,141
2013-2014,4100,4100,3,410
2013-2014,4220,4220,0,422
2013-2014,5090,5090,4,509
2013-2014,5160,5160,1,516
2013-2014,5230,5230,0,523
2013-2014,5260,5260,1,526
2013-2014,5330,5330,1,533
2013-2014,5390,5390,1,539
2013-2014,5410,5410,0,541
2013-2014,5440,5440,1,544
2013-2014,2490,2490,1,249
2013-2014,2670,2670,0,267
2013-2014,2690,2690,0,269
2013-2014,2720,2720,0,272
2013-2014,6310,6310,0,631
2013-2014,6340,6340,0,634
2013-2014,6350,6350,0,635
2013-2014,7130,7130,0,713
2013-2014,7200,7200,0,720
2013-2014,7270,7270,6,727
2013-2014,7300,7300,0,730
2013-2014,7320,7320,0,732
2013-2014,7460,7460,0,746
2013-2014,2090,2090,0,209
2013-2014,2160,2160,7,216
2013-2014,2260,2260,2,226
2013-2014,2370,2370,0,237
2013-2014,2380,2380,0,238
2013-2014,2480,2480,0,248
2013-2014,2510,2510,0,251
2013-2014,2590,2590,6,259
2013-2014,2720,2720,0,272
2013-2014,8140,8140,9,814
2013-2014,8200,8200,0,820
2013-2014,8210,8210,0,821
2013-2014,8250,8250,0,825
2013-2014,8270,8270,1,827
2013-2014,8380,8380,0,838
2013-2014,8440,8440,2,844
2013-2014,8440,8440,4,844
2013-2014,5530,5530,0,553
2013-2014,5590,5590,3,559
2013-2014,5680,5680,1,568
2013-2014,6010,6010,2,601
2013-2014,6020,6020,0,602
2013-2014,6090,6090,5,609
2013-2014,6100,6100,3,610
2013-2014,6220,6220,1,622
2013-2014,6250,6250,0,625
2013-2014,6260,6260,2,626
2013-2014,6380,6380,2,638
2013-2014,6410,6410,0,641
2013-2014,6410,6410,0,641
2013-2014,7120,7120,2,712
2013-2014,7150,7150,0,715
2013-2014,7150,7150,1,715
2013-2014,7200,7200,0,720
2013-2014,5480,5480,0,548
2013-2014,2140,2140,0,214
2013-2014,2390,2390,0,239
2013-2014,2540,2540,0,254
2013-2014,2670,2670,3,267
2013-2014,2690,2690,0,269
2013-2014,1470,1470,0,147
2013-2014,5520,5520,5,552
2013-2014,5680,5680,0,568
2013-2014,6070,6070,0,607
2013-2014,6230,6230,2,623
2013-2014,6270,6270,1,627
2013-2014,6470,6470,1,647
2013-2014,7010,7010,0,701
2013-2014,7100,7100,11,710
2013-2014,7110,7110,20,711
2013-2014,7130,7130,0,713
2013-2014,8030,8030,2,803
2013-2014,8030,8030,5,803
2013-2014,4060,4060,0,406
2013-2014,4060,4060,3,406
2013-2014,4280,4280,2,428
2013-2014,8090,8090,0,809
2013-2014,8160,8160,0,816
2013-2014,8200,8200,0,820
2013-2014,8240,8240,4,824
2013-2014,8250,8250,0,825
2013-2014,8320,8320,0,832
2013-2014,8380,8380,2,838
2013-2014,7270,7270,1,727
2013-2014,2010,2010,0,201
2013-2014,2130,2130,0,213
2013-2014,2160,2160,5,216
2013-2014,2290,2290,0,229
2013-2014,2340,2340,0,234
2013-2014,2370,2370,14,237
2013-2014,2370,2370,8,237
2013-2014,2450,2450,0,245
2013-2014,2630,2630,0,263
2013-2014,2640,2640,0,264
2013-2014,2690,2690,3,269
2013-2014,7320,7320,0,732
2013-2014,7400,7400,0,740
2013-2014,7440,7440,0,744
2013-2014,7440,7440,0,744
2013-2014,7500,7500,0,750
2013-2014,7530,7530,0,753
2013-2014,8140,8140,3,814
2013-2014,8230,8230,0,823
2013-2014,8240,8240,0,824
2013-2014,8340,8340,5,834
2013-2014,8390,8390,0,839
2013-2014,8400,8400,0,840
2013-2014,8400,8400,0,840
2013-2014,8440,8440,2,844
2013-2014,7130,7130,3,713
2013-2014,7200,7200,0,720
2013-2014,5470,5470,1,547
2013-2014,5490,5490,0,549
2013-2014,5600,5600,1,560
2013-2014,6040,6040,0,604
2013-2014,6100,6100,0,610
2013-2014,6410,6410,1,641
2013-2014,6410,6410,0,641
2013-2014,6470,6470,0,647
2013-2014,7010,7010,0,701
2013-2014,7100,7100,4,710
2013-2014,7130,7130,0,713
2013-2014,7430,7430,1,743
2013-2014,8010,8010,35,801
2013-2014,8030,8030,9,803
2013-2014,8040,8040,1,804
2013-2014,8230,8230,0,823
2013-2014,8230,8230,0,823
2013-2014,8250,8250,0,825
2013-2014,8250,8250,2,825
2013-2014,8420,8420,0,842
2013-2014,8420,8420,0,842
2013-2014,8430,8430,1,843
2013-2014,5020,5020,26,502
2013-2014,5070,5070,0,507
2013-2014,5070,5070,0,507
2013-2014,5200,5200,0,520
2013-2014,5200,5200,4,520
2013-2014,5210,5210,0,521
2013-2014,5250,5250,0,525
2013-2014,5250,5250,0,525
2013-2014,5300,5300,0,530
2013-2014,5430,5430,0,543
2013-2014,5440,5440,2,544
2013-2014,5450,5450,0,545
2013-2014,5500,5500,0,550
2013-2014,5520,5520,1,552
2013-2014,5590,5590,8,559
2013-2014,1010,1010,6,101
2013-2014,1260,1260,0,126
2013-2014,1290,1290,0,129
2013-2014,1330,1330,1,133
2013-2014,1350,1350,0,135
2013-2014,1370,1370,2,137
2013-2014,1410,1410,0,141
2013-2014,1490,1490,32,149
2013-2014,2010,2010,3,201
2014-2015,4020,4020,0,402
2014-2015,4020,4020,20,402
2014-2015,4030,4030,0,403
2014-2015,4030,4030,1,403
2014-2015,4100,4100,1,410
2014-2015,4100,4100,14,410
2014-2015,4100,4100,1,410
2014-2015,4100,4100,2,410
2014-2015,4100,4100,0,410
2014-2015,4100,4100,5,410
2014-2015,4140,4140,9,414
2014-2015,4140,4140,0,414
2014-2015,4140,4140,11,414
2014-2015,4220,4220,0,422
2014-2015,4270,4270,0,427
2014-2015,4280,4280,2,428
2014-2015,4280,4280,0,428
2014-2015,4300,4300,0,430
2014-2015,4300,4300,4,430
2014-2015,4300,4300,1,430
2014-2015,4300,4300,5,430
2014-2015,4320,4320,0,432
2014-2015,4320,4320,0,432
2014-2015,4320,4320,0,432
2014-2015,4350,4350,10,435
2014-2015,4350,4350,1,435
2014-2015,4350,4350,0,435
2014-2015,4380,4380,1,438
2014-2015,4440,4440,1,444
2014-2015,4460,4460,1,446
2014-2015,4460,4460,0,446
2014-2015,4460,4460,3,446
2014-2015,4470,4470,0,447
2014-2015,4470,4470,0,447
2014-2015,4470,4470,1,447
2014-2015,4470,4470,1,447
2014-2015,4480,4480,1,448
2014-2015,4480,4480,0,448
2014-2015,4480,4480,0,448
2014-2015,4480,4480,0,448
2014-2015,4480,4480,0,448
2014-2015,4530,4530,0,453
2014-2015,4560,4560,2,456
2014-2015,4570,4570,1,457
2014-2015,5020,5020,82,502
2014-2015,5020,5020,1,502
2014-2015,5020,5020,15,502
2014-2015,5050,5050,0,505
2014-2015,5060,5060,2,506
2014-2015,5070,5070,0,507
2014-2015,5070,5070,0,507
2014-2015,5070,5070,0,507
2014-2015,5070,5070,0,507
2014-2015,5080,5080,0,508
2014-2015,5080,5080,2,508
2014-2015,5080,5080,0,508
2014-2015,5080,5080,0,508
2014-2015,5090,5090,0,509
2014-2015,5090,5090,1,509
2014-2015,5150,5150,0,515
2014-2015,5150,5150,0,515
2014-2015,5150,5150,3,515
2014-2015,5150,5150,1,515
2014-2015,5160,5160,1,516
2014-2015,5160,5160,4,516
2014-2015,5170,5170,0,517
2014-2015,5200,5200,0,520
2014-2015,5230,5230,0,523
2014-2015,5230,5230,0,523
2014-2015,5230,5230,1,523
2014-2015,5250,5250,1,525
2014-2015,5250,5250,2,525
2014-2015,5260,5260,0,526
2014-2015,5260,5260,2,526
2014-2015,5260,5260,1,526
2014-2015,5260,5260,0,526
2014-2015,5260,5260,6,526
2014-2015,5300,5300,0,530
2014-2015,5300,5300,0,530
2014-2015,5300,5300,0,530
2014-2015,5300,5300,0,530
2014-2015,5320,5320,0,532
2014-2015,5320,5320,0,532
2014-2015,5320,5320,0,532
2014-2015,5330,5330,1,533
2014-2015,5340,5340,0,534
2014-2015,5340,5340,0,534
2014-2015,5340,5340,2,534
2014-2015,5350,5350,0,535
2014-2015,5370,5370,4,537
2014-2015,5370,5370,0,537
2014-2015,5370,5370,0,537
2014-2015,5390,5390,1,539
2014-2015,5400,5400,0,540
2014-2015,5400,5400,0,540
2014-2015,5400,5400,0,540
2014-2015,5420,5420,2,542
2014-2015,5470,5470,0,547
2014-2015,5470,5470,1,547
2014-2015,5470,5470,2,547
2014-2015,5470,5470,0,547
2014-2015,5470,5470,0,547
2014-2015,5480,5480,2,548
2014-2015,5500,5500,1,550
2014-2015,5500,5500,0,550
2014-2015,5510,5510,0,551
2014-2015,5510,5510,2,551
2014-2015,1410,1410,1,141
2014-2015,1410,1410,2,141
2014-2015,1440,1440,1,144
2014-2015,1440,1440,0,144
2014-2015,1460,1460,0,146
2014-2015,1460,1460,0,146
2014-2015,1460,1460,0,146
2014-2015,1460,1460,0,146
2014-2015,1470,1470,0,147
2014-2015,1470,1470,0,147
2014-2015,1490,1490,1,149
2014-2015,2000,2000,1,200
2014-2015,2010,2010,2,201
2014-2015,2010,2010,7,201
2014-2015,2020,2020,0,202
2014-2015,2020,2020,0,202
2014-2015,2140,2140,0,214
2014-2015,2140,2140,0,214
2014-2015,2140,2140,0,214
2014-2015,2140,2140,2,214
2014-2015,2160,2160,3,216
2014-2015,2160,2160,0,216
2014-2015,2190,2190,0,219
2014-2015,2190,2190,0,219
2014-2015,2190,2190,1,219
2014-2015,2190,2190,0,219
2014-2015,2210,2210,0,221
2014-2015,2240,2240,0,224
2014-2015,2260,2260,0,226
2014-2015,2290,2290,2,229
2014-2015,2320,2320,0,232
2014-2015,2320,2320,1,232
2014-2015,2320,2320,3,232
2014-2015,2320,2320,0,232
2014-2015,2340,2340,0,234
2014-2015,2370,2370,0,237
2014-2015,2380,2380,1,238
2014-2015,2380,2380,0,238
2014-2015,2380,2380,0,238
2014-2015,2390,2390,13,239
2014-2015,2390,2390,0,239
2014-2015,2390,2390,0,239
2014-2015,2390,2390,3,239
2014-2015,2390,2390,0,239
2014-2015,2410,2410,1,241
2014-2015,2450,2450,2,245
2014-2015,2450,2450,18,245
2014-2015,2450,2450,0,245
2014-2015,2450,2450,0,245
2014-2015,2470,2470,0,247
2014-2015,2470,2470,0,247
2014-2015,2470,2470,0,247
2014-2015,2480,2480,2,248
2014-2015,2480,2480,1,248
2014-2015,2480,2480,0,248
2014-2015,2480,2480,5,248
2014-2015,2490,2490,1,249
2014-2015,2490,2490,0,249
2014-2015,2510,2510,0,251
2014-2015,2510,2510,0,251
2014-2015,2520,2520,0,252
2014-2015,2540,2540,1,254
2014-2015,2580,2580,0,258
2014-2015,2580,2580,0,258
2014-2015,2580,2580,0,258
2014-2015,2620,2620,1,262
2014-2015,2620,2620,0,262
2014-2015,2620,2620,0,262
2014-2015,2630,2630,1,263
2014-2015,2640,2640,3,264
2014-2015,2650,2650,2,265
2014-2015,5560,5560,0,556
2014-2015,5610,5610,0,561
2014-2015,5610,5610,0,561
2014-2015,5610,5610,5,561
2014-2015,5620,5620,1,562
2014-2015,5660,5660,5,566
2014-2015,5660,5660,0,566
2014-2015,5660,5660,1,566
2014-2015,5680,5680,1,568
2014-2015,6030,6030,0,603
2014-2015,6030,6030,2,603
2014-2015,6030,6030,1,603
2014-2015,6040,6040,1,604
2014-2015,6050,6050,0,605
2014-2015,6060,6060,25,606
2014-2015,6060,6060,0,606
